Gene,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
ACER2,0.0013594459,0.0025135737,0.0019544484,0.0015306053,0.0016272299,0.001741652,0.0023434232,0.0010736343,0.001999715,0.0018152074,0.0016739793,0.0015150218,0.002373283,0.0023720507,0.0025851857,0.0013445134,0.002633788,0.0012748367,0.0030462923,0.0021358712,0.0013354804,0.0017530845,0.0017419484,0.0020007826,0.0026944135,0.0022507678,0.0014036369,0.0016803123,0.0020536084,0.0021639015,0.0021752815,0.0018841871,0.0013316848,0.0027288145,0.0022864512,0.0020283433,0.0017471428,0.0014835283,0.0021008302,0.0023359463,0.0021757015,0.002404125,0.0022141323,0.0013120852,0.0020833267,0.003141982,0.0019152099,0.0022144415,0.0012312047,0.0023802486,0.002135699,0.00201055,0.002231369,0.0026219792,0.0016292103,0.0021072896,0.0019038782,0.0013792734,0.0021103153,0.0033573944,0.0014756651,0.0015432786,0.0026190737,0.0018551091,0.0022002691,0.001820409,0.0028503865,0.0017627383,0.0019267192,0.0015500009,0.0023333877,0.0010437856,0.0027420174,0.002147378,0.002018673,0.0025583752,0.0029012256,0.0022619218,0.0029662699,0.0014298683,0.0019491508,0.002326769,0.0015678816,0.0018524235,0.0018789538,0.0013962033,0.0011124742,0.0023046178,0.0018780803,0.0020407923,0.0027650401,0.00228757,0.0020111222,0.0022576533,0.0018378757,0.001776701,0.0022440518,0.002120493,0.0016049304,0.0025675728,0.0017883499,0.002070492,0.002494103,0.0015816169,0.0024950285,0.0015091359,0.002611239,0.0016159592,0.0020459387,0.0013472787,0.0014833324
ACIN1,0.0024497295,0.00212216,0.0021844937,0.0018434585,0.0020496133,0.001914787,0.0022278936,0.0020401627,0.0018890115,0.0022461747,0.0019320019,0.002364647,0.0020316567,0.0021490722,0.0021987797,0.0022817773,0.002286886,0.0026519967,0.0019910256,0.0020365003,0.002392418,0.0021580185,0.0018941674,0.0021623427,0.0017968386,0.0024669142,0.0021062195,0.002276109,0.0016671566,0.0021708538,0.0021856942,0.0022560242,0.0019922638,0.0021166299,0.0021558115,0.0020311335,0.002180666,0.0018765863,0.0020084085,0.0021707315,0.002044824,0.0020070355,0.0021699944,0.002524474,0.0025071609,0.002052641,0.0022598184,0.0021918311,0.0023208773,0.0019826088,0.002235532,0.0025506609,0.0026797773,0.0022078487,0.0023175708,0.0026621125,0.0020702342,0.0022593657,0.0019015446,0.0018429911,0.0025207717,0.0026325332,0.002529448,0.0019852843,0.0018611961,0.001894563,0.0020961822,0.0015862202,0.0018016722,0.0028898749,0.0023394036,0.0025847394,0.0017225189,0.0014753845,0.002562085,0.0015264979,0.0016872493,0.0022085456,0.0015640665,0.001991884,0.001960049,0.0024045047,0.0015802442,0.0010846605,0.0019098193,0.0014348904,0.0021231011,0.0016485698,0.0012783654,0.0016920206,0.0019180916,0.0020690067,0.0018491724,0.0016896825,0.0014130002,0.001661232,0.0013056967,0.0018217696,0.0015888409,0.001573453,0.0015245294,0.001497207,0.0013494738,0.0013814018,0.0018764485,0.0011934931,0.0016203403,0.0018462666,0.001703994,0.002146739,0.0021307725
ACLY,0.002553426,0.0020556778,0.002559831,0.001946906,0.0021367494,0.0019816223,0.002389689,0.00235422,0.0021304986,0.0024416596,0.0022261075,0.0025766008,0.0021422626,0.0023981407,0.0022907124,0.0020399117,0.0021915468,0.0021475481,0.002184792,0.002572248,0.0025196373,0.0022552025,0.0020215525,0.002412956,0.0020415995,0.0024042479,0.0019541178,0.0022066636,0.0020892234,0.0024953322,0.0020906224,0.0018931417,0.0019834412,0.0021432047,0.0022693297,0.001848194,0.0024337487,0.0020941263,0.002329055,0.0024579484,0.0023529027,0.0022819603,0.002343106,0.0029338195,0.0028702503,0.0023148586,0.002206466,0.0020612727,0.002140625,0.0022315043,0.0022493282,0.0027179495,0.0022280999,0.0020478882,0.0025730233,0.002426136,0.002055562,0.0024211085,0.00186699,0.0022122583,0.0021816646,0.0022696347,0.002423375,0.0017091518,0.002144501,0.0021007834,0.00202479,0.0015269932,0.001899234,0.0022508795,0.0020043983,0.0022087565,0.0018507462,0.0015317142,0.0018848676,0.0017519422,0.001743944,0.0021302833,0.0014992289,0.0018545415,0.0020506692,0.0021675313,0.0014450925,0.0012279778,0.001687087,0.0015237797,0.0018675475,0.0015471736,0.0010809412,0.0018832557,0.0015111793,0.001617626,0.0016229725,0.0016362759,0.0016024406,0.0013300976,0.0015103349,0.0016485244,0.0015387831,0.0015743837,0.0013035816,0.0018073275,0.001285438,0.0011467973,0.0015335238,0.001541418,0.001499725,0.001637328,0.0016545772,0.0015886745,0.0016206417
ACO2,0.0019662892,0.0017159672,0.0022183915,0.0021006134,0.0022079435,0.0019996266,0.0020987927,0.002218639,0.0023127159,0.0020625961,0.0018865453,0.0021850609,0.0021671883,0.001850552,0.0023327384,0.0018191276,0.0020024108,0.0016617597,0.0022616186,0.0022317192,0.0024881987,0.0021740776,0.0023509464,0.0020086041,0.0018859139,0.0019480332,0.0018296397,0.0019361648,0.0019370219,0.0025768564,0.0021075478,0.0019129585,0.0021693264,0.0020087073,0.0024421255,0.0020066758,0.0018844305,0.0022026142,0.0023010843,0.0024648781,0.0022595685,0.0022182388,0.0019877,0.0030425137,0.0021765628,0.0021162727,0.00219778,0.0017613152,0.0020977063,0.0022633343,0.0023294236,0.002435341,0.0019354061,0.002414003,0.0025993316,0.00259755,0.0017453633,0.0023335014,0.0017167218,0.0019886119,0.0019316297,0.0021626668,0.0025618407,0.0015611562,0.001880596,0.0015587611,0.0018680763,0.0017529115,0.0016865673,0.0020471714,0.0018952752,0.0020045605,0.0017189219,0.0017351715,0.0017332316,0.0019124001,0.0018257197,0.0022722401,0.0014206752,0.0021406882,0.0022799917,0.0019230094,0.001841777,0.0018231743,0.0018792764,0.001746509,0.0020634597,0.001830652,0.0014826612,0.0019215888,0.0019719568,0.001790419,0.0020113087,0.0016447712,0.0019537376,0.0018518284,0.0016006873,0.0017810422,0.0015853825,0.001760944,0.0016346661,0.0018962079,0.001787882,0.001965097,0.0018546954,0.0018287258,0.0016587087,0.0021855754,0.002170924,0.002013673,0.0019197861
ACOT11,0.0035882245,0.0023852268,0.0014367648,0.0014834233,0.0030611148,0.0021543056,0.0022841762,0.0036158066,0.0020496473,0.004522492,0.0013637346,0.0024407674,0.0017036509,0.0026051519,0.0044934647,0.0019026819,0.0020763816,0.0022372755,0.0018330144,0.00306948,0.0035077871,0.0018357863,0.00094356627,0.0019349002,0.001349112,0.0015788338,0.0030551173,0.00241561,0.0028331578,0.0015502261,0.0033129703,0.0017996148,0.0017267036,0.0019462855,0.0015433556,0.0017910542,0.0017049998,0.001561147,0.0015612274,0.001591701,0.0015201615,0.0014759577,0.0015214139,0.0039254474,0.0028797488,0.0033641676,0.0015959463,0.0014123762,0.0031741906,0.0035083676,0.002489874,0.0022645555,0.0016807272,0.001300487,0.0021700729,0.0011149255,0.0010459532,0.0023296643,0.0022601767,0.0014618073,0.0016310733,0.0018134527,0.0022043854,0.0012735309,0.002266833,0.0018636966,0.0017588021,0.0010830995,0.00089332537,0.0017592901,0.0022555043,0.0016916606,0.0025522688,0.0011355918,0.001427502,0.0013470693,0.0014759514,0.0027237572,0.0018347037,0.0022495505,0.0016246376,0.0023821748,0.001821119,0.0012057335,0.0012261461,0.0020956711,0.0013082784,0.0048536477,0.00091148133,0.0016030433,0.0017155356,0.0014263501,0.0026823569,0.0013493669,0.0019617265,0.0011433571,0.002124696,0.0014327222,0.0020626842,0.0016496305,0.0011644429,0.0035094034,0.001410274,0.0010768955,0.0012599902,0.0013360891,0.0026816097,0.0012614828,0.0018932841,0.0020002434,0.0017216112
ACOT13,0.002298024,0.0020132957,0.0020911677,0.0027661626,0.0017758685,0.0012102323,0.0022548982,0.002021968,0.0017338984,0.0015375897,0.002155438,0.0018497148,0.0021145125,0.0019760637,0.0020024632,0.0025256167,0.0016896946,0.0011924208,0.0015031034,0.0017155227,0.0016314336,0.0017636573,0.0022154406,0.0018719826,0.0017827526,0.0017526547,0.0023740595,0.0027407338,0.0020771192,0.001881011,0.0020072872,0.0021980805,0.0022260086,0.0015329848,0.0023257579,0.0021235356,0.0021288989,0.002443408,0.0019497627,0.0019058647,0.001799784,0.0014294278,0.0016695042,0.0016162081,0.0018640852,0.0020795274,0.0018418567,0.0017133956,0.002264883,0.0016517118,0.0020232738,0.0023226857,0.0020982535,0.0016900023,0.0016041843,0.0015931431,0.0017260421,0.0017299129,0.0019348366,0.0017294625,0.002389047,0.0016215406,0.0013506912,0.002251896,0.0019949817,0.0012284539,0.0013655887,0.0015901573,0.0019992709,0.0017986568,0.0014413618,0.0021429355,0.0017631394,0.0024487078,0.0021072612,0.0014461353,0.002131507,0.0013707491,0.0019530975,0.002264976,0.0030044573,0.0018154833,0.0026119212,0.0023142302,0.0019084001,0.0021009464,0.0023137606,0.0014933674,0.0021558988,0.0020556843,0.002353119,0.0028788515,0.0023523541,0.002434585,0.0017898631,0.0033418008,0.0018560991,0.002472639,0.0023896124,0.0027375887,0.0022817133,0.0016300234,0.0021910965,0.0016611281,0.0020349075,0.0031129494,0.0018830698,0.002305054,0.002205941,0.003312081,0.0020816862
ACOX3,0.0021060694,0.001978092,0.0018142542,0.0018155886,0.0020724928,0.0024565028,0.002198948,0.0020742246,0.002200643,0.0020878473,0.0020524715,0.0028283158,0.001845299,0.0021410885,0.0023715787,0.0017600294,0.0022864745,0.0017757814,0.00205375,0.0021947182,0.002258113,0.0015493014,0.002484277,0.0020364544,0.002497287,0.0022067863,0.002067646,0.0018152788,0.0019314329,0.0021354153,0.0018030873,0.0015349638,0.0019196637,0.0014298584,0.0044727693,0.0018716056,0.0023840852,0.002052863,0.0017778287,0.002360682,0.00236696,0.0035689897,0.0021436648,0.002423022,0.002183099,0.001945286,0.002031165,0.0017881192,0.0015901465,0.0028282483,0.0024679808,0.0019111007,0.0017187698,0.0020992458,0.0047342526,0.0021181088,0.0017271893,0.0025341713,0.0016742233,0.0019972103,0.0020126675,0.0021660915,0.001823776,0.0021915096,0.0020312832,0.0018892175,0.0019609826,0.0020780878,0.0016331238,0.0022027364,0.0023647917,0.0023998064,0.0018859197,0.0017927618,0.001827253,0.0021966193,0.0017820569,0.0026552926,0.0016096856,0.0016897668,0.001872893,0.0016983907,0.0020415508,0.0016431754,0.0013436171,0.0017559854,0.002129205,0.0018825377,0.0012888529,0.002314691,0.0013911205,0.0021266055,0.0015952105,0.0011347608,0.0021852674,0.0017737825,0.0014651099,0.0018718573,0.0017871406,0.0014506105,0.0014638014,0.0014758408,0.0013664417,0.0016117978,0.0017641162,0.0016786999,0.0014786443,0.0015688622,0.0019865423,0.0020279852,0.0015596164
ACP5,0.0018715862,0.0015420257,0.0028558348,0.0018198049,0.0017493315,0.0012359439,0.0021985206,0.0018365752,0.0026853478,0.001425265,0.0010495883,0.0019526337,0.0014448656,0.0012598509,0.0012345844,0.0012782514,0.0013428677,0.001268973,0.0038586596,0.0027405974,0.0017008043,0.0019691198,0.0020623489,0.0021489563,0.002104261,0.0031535358,0.0030075614,0.001369176,0.002053993,0.0017272652,0.0014023283,0.0017647943,0.0019232391,0.0017242305,0.0020525677,0.0018451706,0.0020513933,0.003286077,0.002897628,0.0018698752,0.0010792282,0.0012119103,0.0013697075,0.004424321,0.0021817898,0.0023352518,0.0013543543,0.0035548385,0.002865402,0.0032881617,0.0022182376,0.0017928423,0.0026034631,0.0014305417,0.004213773,0.0030284051,0.0007678484,0.002149813,0.0019448114,0.0014714898,0.0021180783,0.0018076657,0.0041324245,0.0011719473,0.001133967,0.000925088,0.0024788578,0.0013717061,0.0009984963,0.0022000202,0.0013064119,0.0031285146,0.0009945694,0.0015771356,0.0007905192,0.0023335712,0.0029336412,0.001826307,0.0020530336,0.0038581446,0.0022073842,0.0015824947,0.0011818487,0.0030967821,0.0019224727,0.0010802735,0.00168948,0.0011500978,0.0013633568,0.0034340487,0.0015353725,0.0014701755,0.0026781713,0.0015071497,0.0021028365,0.0012669984,0.0014989219,0.0027405242,0.0007362078,0.0012431087,0.0013923364,0.0023714115,0.001112905,0.0021891098,0.0022857354,0.002127957,0.0018946755,0.0029210534,0.0019609772,0.0016247121,0.0049224077
ACSS1,0.0017699382,0.0015593381,0.002502503,0.0018627038,0.002267428,0.0020302837,0.002306412,0.0018948868,0.0026551832,0.0021147016,0.0015763127,0.0021886209,0.0022423288,0.0018660696,0.0017367444,0.0018031595,0.001751563,0.0019215794,0.0021840942,0.0019562603,0.0018695539,0.0022863147,0.0020362928,0.0026764676,0.0023990853,0.0019023466,0.001995352,0.001752462,0.0019790614,0.0020211516,0.0019760628,0.0019668352,0.0022841007,0.0019723612,0.0025807177,0.0021454154,0.001944772,0.0020340919,0.0026658932,0.0023686537,0.0022007162,0.0026321523,0.001525449,0.0027598508,0.0019070421,0.0021164366,0.0021133043,0.0016397063,0.0019069568,0.0022759924,0.0019124476,0.0019091002,0.0017083582,0.0022154357,0.0028244876,0.0018139979,0.0016587862,0.0023022082,0.0020248191,0.0019186095,0.0017595675,0.002125346,0.0028163486,0.0016652626,0.0018176293,0.0020704304,0.0016208381,0.0021703034,0.0014553173,0.0020203537,0.002142465,0.0016979272,0.0018494723,0.0024251945,0.0018625137,0.00247512,0.0022513776,0.0026050992,0.0016942975,0.0018503459,0.0018460099,0.0022856542,0.0015453289,0.0019593185,0.0019044122,0.001975345,0.002242502,0.0022142972,0.001788523,0.002393637,0.001783951,0.0016863808,0.0022495533,0.0017355505,0.0020761858,0.0013926536,0.0024169541,0.0013704624,0.0016154678,0.0019324719,0.001960496,0.0020166982,0.0016964399,0.0019862577,0.0019541495,0.0016273216,0.0020047538,0.0019686874,0.0018310504,0.0015365072,0.0016974852
ACTL6A,0.00182174,0.0020768924,0.0017221902,0.002189491,0.0018234138,0.0017607085,0.0019516161,0.0016566832,0.0019463524,0.0020649065,0.0018321328,0.001748912,0.001902437,0.0019636657,0.0016514115,0.0016541604,0.001754465,0.0013667669,0.0017704021,0.0018363678,0.0015790509,0.0017052293,0.0022246875,0.0019441003,0.002778858,0.0017819849,0.001750499,0.0022142567,0.0021197023,0.0018064119,0.0019103128,0.0018787151,0.0020313018,0.0017814938,0.002227541,0.0020004236,0.0019490329,0.002299,0.0019439611,0.0021551638,0.0024384807,0.0019627952,0.0016811586,0.0017674854,0.0015399543,0.0019473588,0.0022270395,0.0019230403,0.0016908139,0.0020680123,0.0015933763,0.0018343235,0.0014311607,0.0018770497,0.0015450413,0.001448655,0.0016441074,0.0015891363,0.0019393006,0.0019433812,0.0013577186,0.0018246211,0.0017706469,0.0019639484,0.0019715016,0.0017374016,0.0015135442,0.002200909,0.00200579,0.001615007,0.0018794644,0.0018720408,0.00214375,0.0025581757,0.0015040792,0.0023894832,0.0019632517,0.0016728198,0.0022023977,0.0019172683,0.0021916388,0.00157814,0.002161081,0.0029080107,0.0019711028,0.0023367947,0.0021820057,0.0025041667,0.0033700392,0.0024220762,0.0019382614,0.0017395917,0.002451356,0.002436528,0.0028098933,0.0026379342,0.0026206202,0.0017329336,0.0029348352,0.0026088355,0.0024652209,0.002126757,0.0030267409,0.0024707261,0.0022496583,0.0023871535,0.0023839297,0.0019392782,0.0020879898,0.0019265922,0.0021508068
ACVR1B,0.0021006542,0.002206246,0.0018582068,0.0019392981,0.0027240927,0.0016817288,0.002251297,0.0031806743,0.0015799481,0.0031363717,0.0014283839,0.0020252294,0.001992054,0.0018313024,0.0030295409,0.0022181638,0.0028591186,0.0019111066,0.0029309404,0.0022672797,0.002874311,0.0018549188,0.001401466,0.0018010255,0.0016809287,0.0022842279,0.002655539,0.0021473179,0.0022728674,0.0019844335,0.0029728403,0.0025193235,0.002119063,0.0019973593,0.0016959956,0.0015404472,0.0020265218,0.0019276079,0.0017954725,0.0018020236,0.0018044381,0.001818313,0.002226822,0.0023469022,0.0027242515,0.002033821,0.002008103,0.0018732364,0.0021821961,0.0028085955,0.0026428232,0.001963721,0.0028775805,0.0013549125,0.0024164573,0.0017365445,0.001610162,0.002625517,0.0022122737,0.0020278094,0.0021722175,0.002053639,0.0014964041,0.0013298584,0.0018011783,0.0024936844,0.002176151,0.0013869044,0.0022650475,0.001981232,0.0018303542,0.0027269314,0.0021119674,0.0011790042,0.0019870943,0.0015608607,0.0019073503,0.0019017415,0.0013887362,0.0021707718,0.0020387827,0.0021378875,0.002196452,0.001143213,0.001361377,0.0022626314,0.0014695687,0.0023432993,0.0010058653,0.0011619282,0.0021192327,0.0022827382,0.001898143,0.0016650521,0.0019313415,0.00113232,0.0014050165,0.0023722737,0.002463645,0.0016037194,0.0014493717,0.0029524637,0.0010197905,0.0012550807,0.0014072909,0.0012932156,0.0013497524,0.0018675853,0.0021808546,0.0022146276,0.0027771427
ADAMTS3,0.0021203272,0.0022946997,0.0026123547,0.0016204865,0.002460795,0.0025246185,0.002662581,0.0016140772,0.0016596564,0.0016470636,0.0016199843,0.0023215462,0.0016571229,0.0024449816,0.002149064,0.0016360854,0.0027376502,0.0016235415,0.0023618548,0.0024529246,0.0016364818,0.0026627907,0.0024175362,0.0021331355,0.0026841615,0.0016483499,0.0025538008,0.0016449814,0.0017006311,0.0022475559,0.0015945402,0.0022084746,0.0016182525,0.0022205682,0.0025595513,0.00159986,0.0026754555,0.002615275,0.0022819333,0.0016392489,0.0021224183,0.0016197995,0.0016489371,0.0016324471,0.00161636,0.0016460776,0.0022212556,0.002738111,0.001617883,0.0021323494,0.002872545,0.0016657296,0.0021478813,0.0020195032,0.0016637816,0.002492508,0.0016460227,0.0029208744,0.0024727345,0.0016605725,0.001666134,0.0016316783,0.0026374063,0.002116924,0.0020948697,0.0026393712,0.0023877842,0.0016451149,0.0016552409,0.0016605163,0.0016389831,0.0016229849,0.001617067,0.0015941008,0.0016745167,0.0016173599,0.0021793917,0.002763708,0.0016651356,0.0016073039,0.0021809386,0.0031906473,0.0016453023,0.0016387418,0.0016377043,0.0016669757,0.0016534139,0.0016560201,0.0023811385,0.0027937547,0.0016334017,0.0016273689,0.0028804226,0.0016496598,0.0016418312,0.0016092095,0.002006738,0.0016294287,0.0016201163,0.0023591006,0.0015805698,0.0024582709,0.0016110945,0.0016862755,0.002191272,0.0025135186,0.0016148916,0.0016314137,0.0025946011,0.0016113534,0.0016500358
ADAMTS7,0.0019360668,0.0021153078,0.0018377167,0.0010583304,0.0029275038,0.001932453,0.0023731322,0.0029435505,0.0018305609,0.0036963397,0.0016643343,0.0020854317,0.002037513,0.0019346492,0.002226932,0.0010834782,0.0019150123,0.0018650558,0.001722043,0.0020487178,0.0034929104,0.0015740268,0.0010948222,0.0011099632,0.0015170971,0.0026732758,0.0019802928,0.0027594343,0.0021246038,0.0016940475,0.0030337353,0.0024685354,0.0020465192,0.0019641297,0.0017770294,0.0024288814,0.001802228,0.0010377205,0.0011067915,0.0019707175,0.0014368984,0.0016490839,0.002073943,0.0016399506,0.0035022984,0.0025932624,0.0017141496,0.0015945937,0.0027371352,0.002798901,0.002918088,0.0022731165,0.0016920745,0.0011374863,0.0026143931,0.001019822,0.002044537,0.002135825,0.002081292,0.0019826654,0.0029277466,0.0017263867,0.0019833166,0.0010853403,0.0016444485,0.0024754251,0.0018100971,0.0024045971,0.0015984947,0.0015013131,0.0016196626,0.0026535462,0.002363575,0.0014952199,0.0021501381,0.0025424045,0.00205114,0.001836697,0.0013776089,0.0018955641,0.0020488515,0.0021373704,0.001469633,0.0017964845,0.0021374614,0.0020496452,0.0017110929,0.0029142057,0.002034423,0.0015141548,0.0021717635,0.0020090076,0.00250277,0.0016696019,0.0018909824,0.0017801216,0.0024118314,0.002075147,0.0016757769,0.0020491732,0.001981755,0.0029756492,0.0015545773,0.001518651,0.0014323178,0.001433696,0.0018950903,0.0018631661,0.0026911942,0.0021793933,0.002234527
ADAT1,0.0023587495,0.0017739269,0.0017151335,0.0019322757,0.0018010945,0.0030770057,0.0019502594,0.0014287409,0.001960942,0.0029062575,0.0016373647,0.0018987948,0.001852571,0.0022503764,0.0020639705,0.0028656404,0.0023674984,0.002657794,0.0024781327,0.001970018,0.0018960895,0.0018470812,0.0015587037,0.0025857715,0.0019537292,0.0022060378,0.0016002179,0.0022377046,0.0017220698,0.0017576496,0.0017545429,0.001535613,0.0023077356,0.0023746574,0.001286244,0.0019008403,0.002038666,0.0014729404,0.0023212242,0.0020820857,0.0017732215,0.0019444186,0.0022242158,0.0020442267,0.0018192393,0.001987551,0.0021277969,0.0018665903,0.0021340766,0.0029349737,0.0030719656,0.0013932638,0.0019289245,0.001472578,0.0027659677,0.0036299196,0.00148981,0.0023760868,0.0025020125,0.001822438,0.0022943476,0.0018275115,0.0016966299,0.0019550303,0.0014841361,0.0033616126,0.0024274841,0.0018874981,0.0016703978,0.0024235449,0.0021344186,0.0017732301,0.0022320952,0.0014511407,0.0019080945,0.002068485,0.0024159183,0.00258111,0.0015452751,0.0017070137,0.002580027,0.0023225215,0.0014764282,0.0010621077,0.0019477629,0.0015033444,0.0025169991,0.0016237752,0.0018324048,0.001965799,0.0016711594,0.0017081046,0.0019674215,0.0023000806,0.0012927187,0.0020566513,0.0021737136,0.0016431839,0.0018360029,0.00213778,0.0016433751,0.0017637635,0.00214151,0.0018196125,0.0023723848,0.0015233953,0.0015239097,0.0018733082,0.0021352777,0.0021991606,0.0013286226
ADCY7,0.0020465134,0.003065718,0.0024831633,0.0016816059,0.0022229995,0.0021539493,0.0021046614,0.0020373124,0.0019367001,0.0022518453,0.0018593866,0.0027127208,0.0024112163,0.0024576199,0.002335222,0.0018442182,0.0021642554,0.0019660662,0.0021967047,0.0024342518,0.0022064382,0.0019902603,0.0020624287,0.0026733547,0.0020566836,0.002547989,0.0016707568,0.0019913747,0.002597842,0.0025235545,0.0016715172,0.0019243503,0.0022140709,0.0021475563,0.0017569212,0.0020650364,0.0021475807,0.00225783,0.002191735,0.0023321572,0.002577564,0.0023558864,0.0027106183,0.0036453137,0.0029361506,0.0023306988,0.0018415977,0.0018988699,0.0016837082,0.0021003482,0.0024104463,0.0028243284,0.002142855,0.001885448,0.002622973,0.0027228137,0.0018257421,0.0025458876,0.0027948043,0.0026957693,0.0020878825,0.001983195,0.0023686327,0.0019270848,0.0019757384,0.0024652467,0.0027208796,0.0017958963,0.0020839337,0.0024603426,0.0017501852,0.0022358648,0.0021394917,0.0017117108,0.0019530033,0.0020051529,0.0017010778,0.0019809157,0.001472719,0.0016754175,0.001745726,0.001976596,0.0015808666,0.0010433983,0.0013318835,0.0013663123,0.0014350136,0.0016247611,0.0012384731,0.0014748188,0.0014092723,0.0017162517,0.0012264012,0.0019305688,0.0016491753,0.0008179229,0.0014526255,0.0021725518,0.0016846943,0.001619052,0.0015152904,0.0016667242,0.0011930411,0.0013577691,0.0017217633,0.0013518734,0.0015480118,0.0017767568,0.0015641903,0.0016236829,0.0012254589
ADH6,0.001968797,0.0019799408,0.001965903,0.0019683763,0.0019301509,0.0028478035,0.0019374448,0.0019545185,0.0025424461,0.0019397263,0.0019518537,0.0019601202,0.001935321,0.0019664813,0.0019498183,0.0019463794,0.0019805764,0.001951488,0.0019688497,0.001965587,0.0019449741,0.0019601202,0.0019587057,0.0019459628,0.001957867,0.0019401414,0.0019379113,0.0019421148,0.0019341892,0.0019352176,0.0019634261,0.0019548847,0.0019543618,0.0019437261,0.0019342861,0.0019626387,0.0025996713,0.001961851,0.0019421667,0.001959602,0.0019701673,0.0019671125,0.001939311,0.0019614908,0.0019695875,0.0019419583,0.0019422704,0.0019685342,0.0019690609,0.0019613795,0.0019704301,0.0026490733,0.0019539434,0.0019724807,0.0019475316,0.0019340793,0.0019409198,0.0026703803,0.0019365638,0.001950086,0.0019467499,0.0019617528,0.0019359423,0.0019642145,0.0019380667,0.0019407123,0.0019486714,0.0019416473,0.0019514423,0.0019490431,0.0019447663,0.001965587,0.0019682704,0.001963794,0.0019291701,0.0019550934,0.0019635318,0.00195066,0.002576829,0.0019579194,0.0019339236,0.0019713268,0.0019422187,0.0019589213,0.0019443498,0.0019475316,0.0019371852,0.0019511819,0.0019568722,0.001964057,0.0019460147,0.0019501838,0.001928654,0.0019537401,0.0019578736,0.0026836083,0.0019703184,0.0019477853,0.0019672175,0.001969798,0.0019700553,0.0019505548,0.0019724872,0.0025187759,0.001940719,0.0025953879,0.0019553022,0.0025285939,0.0019575525,0.0019556687,0.0019391556
AFF4,0.0030491732,0.0026098627,0.0021624477,0.0019694471,0.0023378911,0.0024244261,0.0019826104,0.0014889055,0.0019724793,0.0023735552,0.001809046,0.0027177334,0.001997402,0.0023696492,0.0023481967,0.001846305,0.0019737417,0.0029075332,0.0020594134,0.002104938,0.0018264418,0.0021249766,0.00141006,0.002360244,0.0028066845,0.0027285109,0.0014761693,0.0020547148,0.0023969302,0.001984519,0.0016208239,0.001384897,0.0019010493,0.0023550682,0.0019368754,0.0017317274,0.0017811913,0.0013928217,0.0022100476,0.002136482,0.0015852824,0.0022296126,0.0021183137,0.0022743728,0.0026795315,0.0023229339,0.0023216496,0.0027916764,0.0017562575,0.0020374053,0.0017275971,0.002941607,0.0019837737,0.001428289,0.0020203204,0.0023389817,0.002186903,0.0023028182,0.002948415,0.0034644213,0.0024062542,0.0019560244,0.001884459,0.0028768594,0.0022809133,0.003535474,0.0036894013,0.0017911684,0.0020441937,0.0024661,0.0023936043,0.0019412858,0.0032109912,0.0025371544,0.001984801,0.0017726555,0.002250136,0.0020763772,0.00268572,0.0012632057,0.0014943595,0.002049648,0.0014166943,0.0008970043,0.0015617334,0.001509888,0.0006321357,0.0013062394,0.0017037938,0.0012223236,0.0012950202,0.0014574336,0.0011951147,0.0027312054,0.0012835754,0.0009378801,0.0015571412,0.0020098756,0.0019312608,0.0019947481,0.0017009234,0.0022319101,0.0017130628,0.0010371015,0.0022699914,0.0012703855,0.0018634441,0.0013630701,0.0011920276,0.0008780387,0.001143729
AGBL4,0.0021621878,0.001376106,0.0023820775,0.0014116619,0.0020635875,0.0028823137,0.0013659577,0.002062092,0.00200383,0.0021912653,0.0023416984,0.0013995873,0.0019161607,0.0022371102,0.0023182495,0.0018817203,0.0018125916,0.0014293916,0.0022617273,0.0013519714,0.0021119418,0.002076707,0.0023885353,0.0026107419,0.0018482024,0.0029405053,0.0022023986,0.0028211947,0.0018537752,0.0022073388,0.0023875833,0.0014469071,0.0022534502,0.0024117245,0.0013659676,0.0024457658,0.0023062148,0.0025077849,0.0014469506,0.0018645758,0.0017992483,0.001781053,0.0013773494,0.0027581253,0.0025240683,0.002329208,0.0022206071,0.0021524883,0.0020952267,0.0014557292,0.0014124367,0.0018944126,0.0024930493,0.0018956074,0.0020683592,0.0013958018,0.0021034454,0.0021765914,0.0023012278,0.0023073412,0.0013312211,0.0021994035,0.0021672118,0.0019231071,0.002066169,0.0024484284,0.001820961,0.0014035304,0.0021202096,0.0013297397,0.002591628,0.0013519714,0.0026732502,0.0018527758,0.002149475,0.0019279742,0.0014167385,0.0030732395,0.0023036657,0.0014097104,0.0019982175,0.0013670159,0.0014270487,0.0017929134,0.002390681,0.0017674515,0.0013682302,0.0017868537,0.002098391,0.0024758396,0.0020623766,0.0021297901,0.0013973666,0.0019305124,0.0026296927,0.0021050256,0.0022922645,0.0018822805,0.0017926961,0.0024755301,0.0020790545,0.0017649062,0.0024358775,0.0019457567,0.0026349006,0.0022071358,0.0019141651,0.0017987791,0.0014034781,0.0018820022,0.0017951349
